id,width_B,gradient_perpendicular
69032,658.8986678,0.019370036
101007,488.2050372,0.049574562
66001,603.8249773,0.115355219
72008,495.8221772,0.127471276
205015,#ARG!,NA
84026,428.0742438,0.086735936
54006,695.8896529,0.045111249
54007,610.6706675,0.034341501
101006,695.8045464,0.049104613
12008,679.5892043,0.159969559
4005,728.5149648,0.243466262
4011,655.9938513,0.279565331
7009,579.1501891,0.057839846
7006,655.9004975,0.063906516
6011,557.3371975,0.222067542
7003,650.0988282,0.082041463
8003,762.4075468,0.172478817
8005,777.1234402,0.17522092
9005,662.1796363,0.132715963
14006,786.7362938,0.056874284
10002,556.0304354,0.048040404
14009,821.8237128,0.099936887
14010,674.9051987,0.072158794
19011,550.5389544,0.084818481
21023,606.875363,0.040170995
23005,586.245933,0.115483966
23006,632.0592157,0.138683356
39033,1255.114564,0.034148331
76017,630.7249554,0.128125747
39001,752.8243614,0.039021421
39002,736.3620238,0.042314157
40027,726.847704,0.046722827
47004,583.5533798,0.107548894
41010,458.7369272,0.03361596
33050,668.0658105,0.024425692
36007,607.1401178,0.038230484
37031,512.2009096,0.034920754
41025,504.7449024,0.043564228
69803,491.8600183,0.106731408
32020,794.8631168,0.033547684
33058,693.2544283,0.033625483
39036,553.1327938,0.065103801
39030,928.4283594,0.042724209
39113,709.8907963,0.050783657
38029,681.2754637,0.036108986
36012,586.8805146,0.032477219
35010,651.2538804,0.026138107
43003,1160.323943,0.043985948
43014,1515.336212,0.037689202
47010,418.4355566,0.081170672
39127,1308.591459,0.056809933
28015,706.929257,0.032428632
28020,539.1995026,0.089194935
28021,701.4658296,0.105931106
28024,683.2072067,0.036165421
28055,690.844049,0.067919681
30033,519.4266956,0.021782842
33001,619.2380008,0.028837296
29009,1122.334268,0.015771843
30003,673.8145944,0.038517883
42009,1063.753679,0.038638109
39121,758.7375445,0.039170596
31009,598.4626689,0.040163658
32003,585.8531444,0.035393658
69024,546.1774776,0.082223869
69028,536.6674352,0.139731388
69030,491.6223634,0.029527607
39094,456.4380405,0.024667417
37014,582.1958315,0.025866566
54032,554.1822363,0.090252881
39034,844.5211746,0.046816689
71002,493.8854957,0.072667613
39105,716.9646355,0.025644323
39106,653.1625215,0.037794453
33048,941.3674561,0.013579336
42004,1104.854508,0.035949257
33066,577.4018855,0.037569581
38015,322.5273578,0.037519655
40002,476.7097433,0.075333904
40020,501.8540327,0.08047913
52015,876.1129302,0.063433098
54065,518.9126499,0.0317626
72017,544.8011792,0.105054849
53004,895.878946,0.062928816
69041,541.9887479,0.125443053
54907,610.6706675,0.034341501
54052,540.1506464,0.026545955
54053,741.606389,0.085374341
54070,488.0955543,0.026881971
58010,1080.784557,0.084880317
75003,538.7925478,0.270897678
203046,#ARG!,NA
205101,#ARG!,NA
96002,665.337806,0.131406309
96004,636.149331,0.18613067
97002,652.9430514,0.039116952
55031,807.5253325,0.063041738
205034,#ARG!,NA
206001,#ARG!,NA
84008,520.1006032,0.048342991
105001,513.11071,0.093543592
55017,472.2889372,0.127033693
80006,491.2234311,0.196317261
56014,481.1393012,0.131452652
69039,576.23943,0.09814973
76023,676.7005862,0.100533162
84035,554.1998592,0.059808834
69003,603.8604923,0.080943563
89007,381.6784465,0.168727174
53026,547.4191625,0.035809118
83011,550.1431854,0.102011797
57010,457.3367821,0.10804764
76014,542.7407439,0.134149849
74003,634.1972937,0.292842796
69008,474.5035585,0.137645876
203012,#ARG!,NA
86001,492.4532404,0.30735995
95003,656.2335119,0.11675092
49007,608.4329329,0.073631804
79004,483.4069211,0.171865308
80001,421.8220337,0.085384627
205005,#ARG!,NA
203026,#ARG!,NA
38027,594.4877924,0.028784007
83010,543.1699976,0.060185436
203039,#ARG!,NA
84002,405.9190962,0.118887919
80004,434.917921,0.178214493
21015,598.1195702,0.109657753
21018,517.6070768,0.142840921
19020,441.0310183,0.041007381
20001,721.8502322,0.063599484
24007,766.0506365,0.079301164
23009,655.009129,0.148914256
23010,578.7691982,0.086142713
21031,576.9291775,0.125455282
27050,619.6388228,0.110869602
27007,642.3120425,0.11545916
25007,654.3167657,0.053248722
24003,568.1854458,0.129921463
26005,1503.008848,0.039778673
27059,621.8705203,0.084767383
26010,346.5574647,0.015836574
25021,713.0839915,0.050861016
26016,605.7228714,0.122316657
27091,708.2052158,0.046634506
27022,685.0219358,0.084925815
27027,671.8472926,0.146148623
27030,678.8907174,0.063143221
27002,650.2494285,0.116079987
28085,699.5250809,0.112322098
28074,677.828016,0.033962944
28070,690.4166405,0.13163816
27073,1554.901117,0.071235205
27076,780.1540529,0.082636021
30012,614.0888639,0.025171931
71006,589.346151,0.103882919
71003,505.4480884,0.178047339
47009,512.8302564,0.112083369
39065,458.7950019,0.015089631
41029,448.1124027,0.04923582
39008,757.1050695,0.046898324
34002,680.3107011,0.022097253
40006,638.5012535,0.050433457
36013,647.1961271,0.031199598
71005,529.9520188,0.073015178
39024,493.3163305,0.057996536
39081,681.1856958,0.026911487
37005,661.3283537,0.028457302
34010,728.1772031,0.016245788
34011,900.4161841,0.02005382
41006,450.2979855,0.067897211
37025,670.6731652,0.026072601
39044,653.1309358,0.031513825
37023,585.7116641,0.030258625
84012,435.8400357,0.060017141
41016,425.2464931,0.079792678
54024,637.8951296,0.040779841
33011,871.5750038,0.020032568
44013,834.8876862,0.04547913
39005,543.418608,0.019852279
42001,968.5802992,0.030038668
39142,1030.173551,0.05963536
42007,1236.846032,0.037171593
52014,564.5186282,0.142763625
54110,587.2088137,0.072287454
54111,659.5297438,0.03185825
60012,499.9591252,0.155537712
69046,557.8208289,0.103724833
26013,704.9644968,0.016903495
48803,922.7878299,0.054968209
106002,309.2941145,0.207103601
65014,581.9413581,0.307594174
54060,460.716374,0.020056143
75009,546.2854899,0.25909952
201006,#ARG!,NA
64002,525.5138916,0.283537663
52011,634.470461,0.035820882
49001,641.0185433,0.076598759
68005,518.9877521,0.038772635
84003,568.568829,0.118075824
55007,527.9093602,0.159985447
60003,519.7082182,0.103153667
70004,418.1278794,0.051702475
5002,733.3253311,0.274093297
13017,678.4717691,0.029538739
8011,655.0986949,0.168586679
6008,554.4366445,0.158838334
6013,734.871352,0.106938293
7004,705.888056,0.096349471
7010,637.3127859,0.089739845
13004,606.875579,0.20026302
9008,567.1402645,0.067525335
12004,801.2117522,0.206733774
15007,686.295077,0.231652667
11002,672.5907068,0.133480983
16001,618.525638,0.184332446
15001,673.314608,0.232849151
18016,559.5081184,0.146385411
15023,678.2988785,0.156757005
18013,488.0509267,0.093794931
21013,619.2101119,0.140842386
17018,775.4344642,0.044579174
22006,579.51683,0.036995592
21025,524.7930452,0.092532625
23007,629.3748278,0.092478087
21014,537.9158009,0.250782622
61001,594.0773794,0.072104906
69005,464.143882,0.031897498
66025,602.3392423,0.111687979
57003,550.4094512,0.166925067
39087,595.8244935,0.024506576
47013,687.7438216,0.091605112
35004,624.4750787,0.025267912
36002,687.1995539,0.028758351
47003,642.7136565,0.113122767
47008,483.3325444,0.097865851
41009,772.1830923,0.054816056
33053,716.0640257,0.034463206
33026,631.2091177,0.029585867
39092,752.0116375,0.036962079
33056,857.8048891,0.026688061
33063,856.2419683,0.020381958
39107,400.825197,0.02473408
39026,633.690541,0.040748403
38006,655.5805561,0.038428547
39109,840.9621157,0.088770855
33030,621.515102,0.034805706
47019,448.7254408,0.08346292
42026,1942.120052,0.035069847
43024,1100.33296,0.046513634
47017,498.205027,0.076892228
47024,625.1307109,0.109674435
39140,694.773816,0.021468983
44011,600.2158434,0.092107476
60002,506.6413665,0.166216752
39054,556.2060325,0.024143402
35014,594.433006,0.042310699
55035,677.7320311,0.177182792
55036,677.9518527,0.094032149
29004,969.2265504,0.014050049
29005,731.1119863,0.043715562
28068,800.0444743,0.115290117
28049,943.3048497,0.037539718
27079,656.1341435,0.104107198
30017,635.3142687,0.045457464
28061,495.87586,0.09060519
31004,714.7454998,0.04381389
29002,601.2363085,0.04547247
32012,573.2927233,0.035276696
45009,528.8223786,0.16471685
46003,594.9698461,0.116566949
46008,573.3237074,0.124875387
31001,647.0384952,0.050918689
39015,747.6268353,0.025312334
54040,662.7715856,0.028436254
37012,571.3137162,0.03428816
39103,1015.80687,0.037967277
43010,1247.889702,0.033431686
59001,518.0372192,0.138429768
54095,512.1582428,0.102272962
71013,490.9300791,0.072626212
54062,530.0268297,0.029637729
62002,556.7708201,0.11414893
53003,724.5709963,0.051275688
55002,553.9519244,0.144429012
95004,639.6601061,0.150062574
96003,633.4860771,0.07045294
68044,513.4196074,0.11558838
53009,815.3531312,0.06670706
74006,505.192262,0.144500033
94001,659.5201008,0.250383817
84032,455.2751774,0.048577331
206002,#ARG!,NA
68015,615.3697703,0.024197244
72014,701.2711024,0.109836982
54094,738.4813345,0.029538096
25808,141.4213562,0.133642923
74001,589.5633108,0.230883082
73011,455.5808333,0.147943082
54081,430.6848462,0.208425652
81007,629.147011,0.124635706
83005,494.2381791,0.059302878
52017,825.4693851,0.081756196
39096,600.1962771,0.030631074
73006,390.7454432,0.163688985
205008,#ARG!,NA
70001,411.4024926,0.110714704
203010,#ARG!,NA
203018,#ARG!,NA
7012,648.5918858,0.069393014
205004,#ARG!,NA
39055,580.8689231,0.02313115
94003,527.3823276,0.244841466
203050,#ARG!,NA
79005,529.7752044,0.124768688
203027,#ARG!,NA
18019,#ARG!,NA
26006,776.2235867,0.019579898
203042,#ARG!,NA
21017,464.082833,0.284734268
21020,515.3266885,0.256604471
19003,568.1854144,0.044038315
21028,488.5472492,0.24038053
24008,614.3034714,0.110045017
27011,581.6372355,0.088871105
22004,675.5575534,0.075033549
23011,568.9515667,0.111478152
25002,595.5329237,0.130130642
27006,710.549298,0.108332807
27005,563.9515837,0.117303653
27010,601.3055769,0.172829343
26002,627.3270541,0.035910598
27012,539.1412997,0.122909433
27082,591.7378071,0.027027055
27084,568.2636964,0.102832556
27042,625.0385416,0.120904783
27053,580.3340834,0.111679835
27088,568.2635565,0.141221178
27063,521.7554665,0.100272103
27019,571.2210741,0.158088466
27021,687.3332502,0.076687644
27033,526.1284687,0.186328583
28115,677.315307,0.04774961
28118,649.2740276,0.040627646
27041,750.5861394,0.078364104
27040,542.6834563,0.060740733
27066,791.3504716,0.074096867
27047,761.7976704,0.190184345
27052,731.5120351,0.065956313
27062,592.7109693,0.075023955
28007,638.7552988,0.044953362
28009,656.2922261,0.052635597
40001,436.023143,0.103238033
44014,890.2981102,0.047793567
68001,506.6751191,0.035130147
33035,693.4427911,0.022874301
47021,524.1792346,0.088918596
34004,785.9089504,0.021045558
39089,911.6517976,0.038106697
50014,615.8315964,0.137245181
39137,561.4744613,0.023211358
39078,978.0069794,0.038998321
37020,632.5552662,0.026751762
33031,702.3271781,0.031638849
37024,635.9719217,0.029989892
39126,1271.417343,0.054065313
38024,507.5240916,0.046283601
58005,445.2309638,0.20803685
33007,772.6347796,0.02286131
33009,654.0961296,0.031152451
39021,699.8043336,0.043891503
39025,663.1360912,0.038913461
40024,522.252921,0.087397391
47001,515.4430082,0.092721853
39117,727.5190952,0.045328176
35003,565.3350441,0.027235735
38013,649.0449918,0.035209823
37015,580.1051845,0.031245968
45004,667.984163,0.084356747
78003,489.4054322,0.134107832
75010,563.5845248,0.148673639
58004,475.1847252,0.23411687
106003,223.777209,0.075111624
60009,488.7698298,0.123575743
69002,523.8884626,0.093475967
60013,504.0223778,0.168324087
77001,502.5435703,0.151258055
77003,541.7250028,0.129755451
201002,#ARG!,NA
201005,#ARG!,NA
201009,#ARG!,NA
54001,523.7358957,0.09568322
55021,665.7771106,0.119992313
55023,582.2682443,0.119457877
69007,524.8077483,0.128646797
50002,492.2759728,0.074064001
52004,603.0113927,0.058022554
205029,#ARG!,NA
55008,499.3619961,0.173681696
72009,617.0905911,0.104465937
51002,513.7381845,0.114703898
55030,541.7618129,0.148176852
73013,428.8254223,0.28328242
50006,483.1190749,0.132576054
50007,450.3872078,0.088879593
8018,659.5361619,0.236170544
6003,661.8411025,0.225382984
13001,609.8089684,0.097837367
4009,765.4970482,0.171419658
3006,619.4701075,0.193355708
6012,580.5215698,0.156175814
8006,728.8042647,0.158920934
9002,620.6025924,0.101335517
14001,687.4181035,0.068837435
14002,837.6332931,0.056550067
10001,621.7206529,0.058463659
11003,671.4165277,0.154153968
14007,917.1409326,0.051944771
18018,868.1920779,0.206775694
20007,621.9691823,0.091744961
16007,540.4953381,0.121505256
17008,442.9578849,0.156060753
15013,664.5504382,0.188456179
15028,507.2712561,0.064955675
15034,771.6777258,0.178945975
15035,747.0930301,0.157442935
17015,487.3030605,0.093190369
21007,524.694523,0.202907566
21011,533.7432342,0.227263536
19014,643.0947192,0.056086765
18008,590.9305471,0.287948323
18015,537.3881482,0.276900605
18001,629.5762832,0.128453095
18002,483.4786816,0.158488178
22009,591.8316301,0.120817312
21003,539.3039918,0.192548332
23016,554.3847856,0.060350306
20005,653.8115436,0.06657876
42023,996.4873176,0.038610651
54025,496.285377,0.158973433
57004,533.5713668,0.145235125
32019,681.2190566,0.040017918
42015,1167.598617,0.037508421
35002,721.2103965,0.020982388
41001,404.4045084,0.073747302
33021,578.8971608,0.023973688
36004,641.3210413,0.037412649
39148,770.6045215,0.038551258
33057,788.0917325,0.035045809
33051,617.1292454,0.037580494
36003,726.2678742,0.02977216
47018,472.9103521,0.11378035
41013,392.2308945,0.069795245
45818,519.7173416,0.146841047
33061,374.9036072,0.017694147
43021,1055.243724,0.042932638
43007,818.3606045,0.045160068
39130,753.6894477,0.03928063
28028,691.9339425,0.028540515
39051,731.6033988,0.043815973
28053,691.3451352,0.024910113
28056,747.0497245,0.031258861
31021,726.0977245,0.038591761
31022,673.1152552,0.029387698
30002,592.7933225,0.013787621
31016,578.5111349,0.029232504
28109,788.7039323,0.046814725
34018,876.6516091,0.025642325
45006,563.1853901,0.157466379
32001,663.1360512,0.035967746
54034,460.6228253,0.095773277
40033,1306.125411,0.063259298
51003,616.0875164,0.136873569
47007,608.5724403,0.100707899
40007,499.2865838,0.080466559
40009,475.3604754,0.081874012
60001,495.2682454,0.152958266
54063,688.476738,0.058510049
64011,494.9981658,0.428940751
102001,408.0239996,0.04784676
48006,811.9967565,0.051591333
53002,711.6272696,0.035283774
66011,479.275494,0.180567517
54049,697.5338949,0.028880504
68010,1006.157383,0.048948605
76008,521.7273161,0.078972671
65007,476.6444419,0.264276356
236051,#ARG!,NA
81002,606.9664403,0.130801957
63004,550.7580583,0.157287016
54085,892.4912929,0.125609468
78006,526.1382627,0.204409055
84029,613.1469793,0.057286789
201010,#ARG!,NA
73003,462.3264726,0.193714731
52020,603.2781435,0.079990679
73015,421.5663211,0.073881815
74008,494.7243441,0.302632542
205010,#ARG!,NA
54087,318.8270952,0.03129089
68021,718.6893845,0.029414643
83013,526.6687533,0.064456482
54096,543.572625,0.051494344
85001,522.2997339,0.196363509
85003,550.5414183,0.247985157
85004,447.0053803,0.312456442
86002,517.7937277,0.295443433
203038,#ARG!,NA
19009,604.3640013,0.063098302
23008,548.0488106,0.101228417
21030,507.8906751,0.303063361
27049,673.3228717,0.124825802
25018,595.9107076,0.129412635
24004,595.2395815,0.101615733
26001,791.1202809,0.047163852
26003,937.8276356,0.030330222
27023,666.2359983,0.069771023
27001,588.4415417,0.078521556
27067,930.5597465,0.087418959
28086,703.1104503,0.032870032
28087,738.1961512,0.035591602
27064,591.5921271,0.034158964
27065,680.4598969,0.107486259
27044,507.320214,0.023196963
27054,615.1431547,0.159952548
28044,757.4115268,0.040047151
28041,504.9263637,0.105251306
28036,815.5352922,0.032004038
28012,645.6868252,0.038539184
41027,1063.10722,0.037224869
39040,627.2960772,0.046701372
67033,557.4805917,0.127389155
40022,625.5889304,0.027443784
39053,504.599798,0.041875816
39125,890.4590773,0.04707598
40023,559.7748689,0.069906504
39099,843.5021532,0.04475976
71010,520.1751906,0.10242657
38023,633.3983654,0.035406558
42019,451.6400958,0.03042948
38020,619.5668591,0.037479077
37002,614.1502595,0.026324123
37004,670.9497774,0.026186266
34012,1395.284739,0.020572143
39049,489.9969059,0.038057847
47023,429.7756642,0.086339318
39031,914.5498397,0.051264847
46007,570.9994602,0.099415492
37019,742.1903461,0.027795111
37038,610.5698397,0.028626877
46014,506.4072438,0.132363565
42025,1030.966808,0.059087327
33005,678.9878878,0.028628701
33019,732.741468,0.01555927
39022,657.205004,0.027963556
39023,1867.316733,0.040414536
65008,760.0366389,0.33255013
76003,568.0354653,0.209044951
37033,592.3480676,0.023656644
38012,916.9256941,0.030077742
45005,557.800205,0.089472083
84022,568.6198767,0.120945049
53025,674.8474859,0.070370478
69001,520.2765427,0.126729704
48801,817.6907722,0.053158906
57014,548.6466826,0.181417457
58007,502.503326,0.154176785
71004,507.6527925,0.094909415
73012,448.4988423,0.15933228
84024,460.1272254,0.050724367
55032,552.1639272,0.151806947
60008,512.0781008,0.144001983
50009,436.8917336,0.079732926
54002,665.1432599,0.034878874
60005,448.8096359,0.187152154
51001,641.0140408,0.148154993
52010,774.7603865,0.050557437
49002,822.8007398,0.044526118
55006,552.2531783,0.151806325
67010,530.8622005,0.156407999
66002,487.0583249,0.129180876
55027,741.9180415,0.061934533
55028,544.3171019,0.076222369
56015,464.2437311,0.105441004
54010,721.8222511,0.047676816
84027,425.4424438,0.046476259
67005,648.4301029,0.158442636
3002,758.6953025,0.208365027
3004,700.2890767,0.132484592
8016,637.2866605,0.22861723
12007,759.022433,0.233571219
4001,749.3190368,0.197891996
13010,751.0549724,0.03225041
8002,756.0086111,0.177069845
8004,680.5339853,0.196846195
8007,791.098066,0.17782409
8009,736.3852406,0.125235909
14005,690.1732853,0.077655647
12006,742.0521707,0.188131782
13008,600.7267429,0.183369035
13003,602.8713593,0.184413083
9007,646.1658435,0.084486866
15006,708.6941359,0.171422521
10003,611.5950357,0.056657304
12005,673.204052,0.210607179
15032,484.9391297,0.083041428
15039,626.6873027,0.232901741
15004,556.4941319,0.134402088
17003,433.677062,0.068397866
15011,729.164188,0.240090036
15014,735.3713002,0.16752632
15015,720.2949084,0.24918776
15024,621.1177503,0.262507454
15029,625.306498,0.099459235
17012,451.4545532,0.059179938
21012,511.1452053,0.150293276
18003,552.6547738,0.255038573
18023,564.0809466,0.354582779
23004,580.5538796,0.110644633
20003,733.0510834,0.062840124
20006,523.5092891,0.066857508
44008,838.5493119,0.075916095
44009,748.8975086,0.069762861
46005,720.5417874,0.100590441
41004,485.7049851,0.058786554
41005,471.2737724,0.063475378
47002,426.6685472,0.071966121
47005,459.3684852,0.10127808
33027,610.2084191,0.021874657
37028,509.8250872,0.027888316
37029,634.2743466,0.022064324
33070,677.0379958,0.030559848
35013,546.4964058,0.029908169
44002,965.0623609,0.045406522
36009,608.3613272,0.034348479
44012,899.0170704,0.038928161
41019,548.5688226,0.045392026
43001,1080.887877,0.043205151
39141,774.0798629,0.048457032
43006,949.5318615,0.056518084
43009,747.174369,0.049049921
43011,1072.109776,0.049718888
39072,765.3462093,0.038452902
56002,619.8534962,0.194943276
56005,618.7104152,0.191287512
28018,615.5876894,0.083038692
28025,687.0125567,0.028962339
28026,633.8034482,0.028687902
28045,700.3648722,0.038031998
34019,699.3217486,0.023426925
27080,729.472357,0.0848801
28060,816.7242813,0.033008826
31023,559.8486002,0.032315247
30001,699.9895844,0.034129129
29003,763.5802697,0.042128571
30014,460.9204612,0.01963383
46002,506.1609547,0.128464279
43029,824.7094055,0.072232647
31007,724.5906577,0.042437763
31008,519.2176901,0.030195403
32006,683.5282482,0.038701663
32007,713.5788813,0.040419262
48001,656.252178,0.076262664
69025,524.0152768,0.093527949
54041,629.7594998,0.033263164
39122,614.5935747,0.045489805
39101,1070.639503,0.062605144
39075,786.7168002,0.040580896
39102,1056.875231,0.051266868
33055,731.4647567,0.035045906
39037,1081.245179,0.034534588
42003,588.029061,0.031440067
38021,557.7831763,0.038161698
39091,1201.604388,0.053935807
40003,527.081239,0.055898835
39143,897.3464378,0.073667036
67009,624.5882915,0.105660061
84016,382.2294078,0.070330265
55016,501.9865646,0.154132984
71015,509.1118622,0.208645436
48008,524.1798421,0.098403868
107001,775.2993039,0.062863285
63001,506.8046909,0.154311526
53005,715.4005974,0.068737564
27094,513.9405693,0.04134732
61002,571.8616287,0.087761024
54054,546.3419204,0.107798206
72011,583.9532235,0.159533817
57002,620.5434177,0.174635686
27095,648.4724935,0.089510092
95005,675.9041943,0.267492659
96001,703.7252315,0.053243854
53013,817.7668474,0.028752746
76009,650.1521901,0.145032303
67017,469.3890366,0.134227363
48004,519.1486314,0.089777248
206006,#ARG!,NA
236007,#ARG!,NA
91002,662.6331692,0.253072512
92001,520.2049638,0.35642325
95001,670.9851121,0.22199025
101003,1168.924252,0.058419994
67018,499.2609074,0.250011769
55020,690.3293476,0.098631073
83003,544.9964971,0.082123518
83004,527.194186,0.081621027
83006,523.510433,0.076214145
78005,469.9550481,0.115285282
33025,1451.787617,0.027427824
84006,421.503265,0.077274642
84007,622.7643434,0.045928845
48007,606.9396063,0.087357331
54097,522.7115588,0.198943996
72003,436.9768978,0.105449823
203020,#ARG!,NA
206004,#ARG!,NA
79002,488.8519674,0.159956985
203028,#ARG!,NA
203029,#ARG!,NA
203033,#ARG!,NA
15046,581.1928576,0.043686135
28102,574.1989863,0.031849932
15030,756.7904363,0.063679659
84005,573.5847403,0.099473109
67028,686.5532344,0.181915973
22008,622.45221,0.148092899
22003,392.002168,0.238516593
21002,477.0348194,0.132713367
23013,537.6466693,0.106626794
27009,607.4913895,0.084912871
25008,568.1310005,0.111383921
23022,597.9876568,0.11934188
24002,690.3759259,0.052623378
24005,726.0378366,0.077811994
27058,733.9066714,0.148425433
26011,577.8644881,0.017072786
27071,614.2783104,0.077225909
27089,643.5560342,0.112956755
25019,530.801019,0.087709144
26012,547.8704006,0.024889837
27086,590.6432069,0.08008017
27026,670.0840861,0.068133898
27029,645.4729545,0.137560223
28083,560.4875516,0.053645327
28116,740.9667466,0.036230972
28039,632.0478432,0.041327351
27074,653.6504316,0.065945909
47011,612.431913,0.110466314
33034,811.8508475,0.018982438
33039,638.8008865,0.030903868
52003,530.919102,0.068052995
34006,703.706185,0.01780336
44003,600.2158434,0.092107476
36015,651.6707718,0.032422391
39012,582.0064632,0.024100775
39017,588.0606596,0.018072922
71011,762.6068122,0.117438674
39135,1899.785974,0.022683217
42020,478.9679563,0.046428844
38018,714.9127995,0.0410295
39071,750.2199407,0.070086724
37003,803.895099,0.023415138
39090,637.1658691,0.037224265
37007,599.7871395,0.027459513
37009,658.1745265,0.022897227
37021,681.4615293,0.024912651
46013,474.4038087,0.137864435
33006,923.563623,0.018239683
33020,578.8770672,0.026404292
33064,438.7484418,0.015667662
48011,599.1742011,0.097690218
45003,612.1817871,0.07431959
76002,630.4197393,0.127941422
58001,487.3959676,0.174095547
37022,569.4230927,0.018542151
84018,566.4347339,0.12771366
84019,451.8512146,0.052178896
78001,490.3038576,0.147476385
54016,558.3798023,0.030997246
60010,495.2417864,0.152948525
54058,656.5684612,0.023169965
54090,337.2765624,0.245283641
57007,579.0604032,0.163394401
75017,518.941846,0.106983594
60006,499.4839785,0.145640223
50008,453.9099455,0.080703644
55003,651.8872517,0.094190241
52005,559.7678275,0.096532124
52006,650.2872342,0.055597954
54044,656.0984066,0.038894033
54019,644.7777359,0.030693041
55009,554.5334482,0.135258823
55014,667.7441043,0.141483924
73008,511.6568276,0.081781612
72006,512.5166321,0.181787236
